Horario,Umidade,Pressao,Temperatura
24/10/2011-1800,63,885.5,23.9
25/10/2011-0000,74,886.2,21.2
25/10/2011-1200,71,887.7,21.6
25/10/2011-1800,56,882.9,22.5
26/10/2011-0000,73,885,20.3
26/10/2011-1200,69,885.9,22.7
26/10/2011-1800,46,883.5,27
27/10/2011-0000,94,886.2,19.9
27/10/2011-1200,84,887,21.4
27/10/2011-1800,62,884.9,25
28/10/2011-0000,83,885.8,20.3
28/10/2011-1200,58,887.1,25.3
28/10/2011-1800,41,883.3,29.1
29/10/2011-0000,73,884.7,22.2
29/10/2011-1200,57,885.8,27.1
29/10/2011-1800,39,880.6,30.2
30/10/2011-0000,95,884.9,16.4
30/10/2011-1200,80,885.8,19.9
30/10/2011-1800,65,883.4,24.2
31/10/2011-0000,81,885.9,20.9
31/10/2011-1200,75,885.1,22.2
31/10/2011-1800,79,883.5,20.2
01/11/2011-0000,82,884.9,20.8
01/11/2011-1200,84,886.5,20.4
01/11/2011-1800,58,883.8,25.2
02/11/2011-0000,88,886.3,19
02/11/2011-1200,98,887.9,16.6
02/11/2011-1800,73,886.6,22.5
03/11/2011-0000,83,887.9,19.6
03/11/2011-1200,78,889.4,19.5
03/11/2011-1800,54,886.9,25
04/11/2011-0000,70,887.9,21.5
04/11/2011-1200,77,889.5,20.5
04/11/2011-1800,47,886.6,26.1
05/11/2011-0000,62,887.9,22
05/11/2011-1200,79,888.3,18.7
05/11/2011-1800,37,886.5,25.1
06/11/2011-0000,57,886.9,21.6
06/11/2011-1200,58,888.3,19.9
06/11/2011-1800,32,885.5,25.2
07/11/2011-0000,74,886.5,20.1
07/11/2011-1200,67,886.5,21.2
07/11/2011-1800,78,884.9,20.1
08/11/2011-0000,95,886.9,15.9
08/11/2011-1200,96,885.9,15.4
08/11/2011-1800,94,883.9,16.6
09/11/2011-0000,96,885.1,16.6
09/11/2011-1200,87,886.6,18.1
09/11/2011-1800,73,884.3,21.5
10/11/2011-0000,87,886.1,18.1
10/11/2011-1200,78,886.7,19.8
10/11/2011-1800,53,884.5,25.2
11/11/2011-0000,80,885.8,19.9
11/11/2011-1200,67,887.7,22.7
11/11/2011-1800,52,885.3,24.6
12/11/2011-0000,70,886.2,22.1
12/11/2011-1200,62,887.7,23.9
12/11/2011-1800,39,884.1,27.7
13/11/2011-0000,57,884.1,23.3
13/11/2011-1200,60,886.2,23.6
13/11/2011-1800,36,882.1,28
14/11/2011-0000,64,883.9,23.2
14/11/2011-1200,65,885,23.6
14/11/2011-1800,94,883.5,18.3
15/11/2011-0000,95,886.3,17.4
15/11/2011-1200,96,885.8,17.6
15/11/2011-1800,83,882.9,20.3
16/11/2011-0000,90,883.7,19
16/11/2011-1200,86,885,20.2
16/11/2011-1800,53,882.5,26.6
17/11/2011-0000,81,884.2,20.7
17/11/2011-1200,64,885,23.2
17/11/2011-1800,44,882.7,27.7
18/11/2011-0000,61,884.5,23.1
18/11/2011-1200,52,885.4,24.7
18/11/2011-1800,35,882.1,30.5
19/11/2011-0000,59,883.8,23.9
19/11/2011-1200,72,886.6,23.5
19/11/2011-1800,39,883.7,29
20/11/2011-0000,76,885.5,21
20/11/2011-1200,69,885.7,23.6
20/11/2011-1800,83,882.7,22.3
21/11/2011-0000,95,885.3,18.2
21/11/2011-1200,81,886.7,21.9
21/11/2011-1800,56,883.4,26.5
22/11/2011-0000,86,885,22.2
22/11/2011-1200,85,886.6,21.8
22/11/2011-1800,56,883.9,25.8
23/11/2011-0000,86,885.5,20.4
23/11/2011-1200,98,886.9,18.4
23/11/2011-1800,82,884.3,20.6
24/11/2011-0000,91,886.1,19.7
24/11/2011-1200,72,887,22.7
24/11/2011-1800,68,883.4,24.3
25/11/2011-0000,91,885.5,20.3
25/11/2011-1200,74,885.5,21.1
25/11/2011-1800,65,882.3,24.6
26/11/2011-0000,91,883.9,19.8
26/11/2011-1200,85,885.1,21
26/11/2011-1800,94,883.5,19.7
27/11/2011-0000,96,885.4,18.5
27/11/2011-1200,93,884.6,18.9
27/11/2011-1800,80,883.7,20.7
28/11/2011-0000,87,884.9,19.3
28/11/2011-1200,77,885.9,20.8
28/11/2011-1800,87,883.5,20.4
29/11/2011-0000,95,884.7,18.2
29/11/2011-1200,74,884.9,21.1
29/11/2011-1800,55,882.3,24
30/11/2011-0000,91,883.3,19.2
30/11/2011-1200,72,884.2,23.2
30/11/2011-1800,72,882.1,23.3
01/12/2011-0000,93,885.4,19.3
01/12/2011-1200,94,886.7,18.4
01/12/2011-1800,72,886.6,22
02/12/2011-0000,86,885.7,20
02/12/2011-1200,77,885.4,21.5
02/12/2011-1800,69,882.2,24.1
03/12/2011-0000,95,884.5,18.8
03/12/2011-1200,78,885.3,20.4
03/12/2011-1800,58,881.9,25.6
04/12/2011-0000,92,885.3,17
04/12/2011-1200,86,885.3,20.2
04/12/2011-1800,69,883.3,22.9
05/12/2011-0000,89,885.4,18.7
05/12/2011-1200,80,886.7,20.1
05/12/2011-1800,24,884.2,25.2
06/12/2011-0000,84,886.1,20.6
06/12/2011-1200,77,886.7,22.7
06/12/2011-1800,55,883.5,25.7
07/12/2011-0000,82,884.1,21.5
07/12/2011-1200,46,885.9,24.3
07/12/2011-1800,39,883.3,27
08/12/2011-0000,57,884.1,22.5
08/12/2011-1200,41,885.8,25
08/12/2011-1800,37,883,28
09/12/2011-0000,61,884.5,21.8
09/12/2011-1200,63,885.5,24.1
09/12/2011-1800,40,881.5,27.8
10/12/2011-0000,72,883.9,22.2
10/12/2011-1200,82,884.7,21.8
10/12/2011-1800,54,881.3,26.6
11/12/2011-0000,74,883.1,21.5
11/12/2011-1200,93,883,19.8
11/12/2011-1800,89,881.5,21.2
12/12/2011-0000,93,883.5,18.9
12/12/2011-1200,75,885,23
12/12/2011-1800,57,882.1,26.7
13/12/2011-0000,93,884.2,19.6
13/12/2011-1200,74,884.6,22.8
13/12/2011-1800,93,883,18.8
14/12/2011-0000,93,884.2,18.6
14/12/2011-1200,78,884.3,22
14/12/2011-1800,61,881.7,25.3
15/12/2011-0000,93,882.6,19.6
15/12/2011-1200,91,883.9,19.6
15/12/2011-1800,69,881.8,23
16/12/2011-0000,91,883,20
16/12/2011-1200,96,884.9,18.2
16/12/2011-1800,80,882.6,21.1
17/12/2011-0000,93,884.9,18.7
17/12/2011-1200,86,886.7,19.8
17/12/2011-1800,61,883.5,24.8
18/12/2011-0000,98,886.3,18.9
18/12/2011-1200,84,886.1,20.1
18/12/2011-1800,56,883.3,25
19/12/2011-0000,84,884.9,21
19/12/2011-1200,82,885.8,22.5
19/12/2011-1800,89,885.1,20.8
20/12/2011-0000,94,887.3,18.2
20/12/2011-1200,79,887.8,21
20/12/2011-1800,91,885.8,20.5
21/12/2011-0000,95,886.7,18.7
21/12/2011-1200,77,887,21.4
21/12/2011-1800,53,884.5,25.3
22/12/2011-0000,90,886.5,19.9
22/12/2011-1200,96,887.3,17.6
22/12/2011-1800,85,885.7,19.1
23/12/2011-0000,90,886.2,18.4
23/12/2011-1200,71,886.1,21.2
23/12/2011-1800,62,884.6,24.6
24/12/2011-0000,90,886.2,20
24/12/2011-1200,62,887.9,23.9
24/12/2011-1800,53,885.3,26.8
25/12/2011-0000,96,887.4,18.3
25/12/2011-1200,62,887.8,23
25/12/2011-1800,47,884.9,28
26/12/2011-0000,76,887,21.5
26/12/2011-1200,72,888.2,23.5
26/12/2011-1800,90,886.5,19.3
27/12/2011-0000,95,888.2,18.3
27/12/2011-1200,73,888.2,23.5
27/12/2011-1800,61,885.7,26
28/12/2011-0000,76,886.5,19.4
28/12/2011-1200,88,888.7,19.8
28/12/2011-1800,59,885.9,25.2
29/12/2011-0000,82,886.5,20
29/12/2011-1200,70,887,22.9
29/12/2011-1800,59,884.3,24.6
30/12/2011-0000,80,886.5,20.4
30/12/2011-1200,80,887.5,21.5
30/12/2011-1800,61,885.1,24.6
31/12/2011-0000,86,885.9,20.4
31/12/2011-1200,71,886.6,22.7
31/12/2011-1800,54,882.6,25.9
01/01/2012-0000,88,884.6,19.9
01/01/2012-1200,87,885.1,20.6
01/01/2012-1800,69,881.9,23.6
02/01/2012-0000,93,883.1,19.6
02/01/2012-1200,93,882.5,19.1
02/01/2012-1800,93,881.1,19.5
03/01/2012-0000,96,883.7,18.2
03/01/2012-1200,85,885.8,20.4
03/01/2012-1800,90,884.3,19.2
04/01/2012-0000,91,885.8,18.7
04/01/2012-1200,77,887.3,20.2
04/01/2012-1800,55,885,24.5
05/01/2012-0000,89,885.9,19.1
05/01/2012-1200,73,886.7,22
05/01/2012-1800,56,884.1,25.4
06/01/2012-0000,71,886.1,21
06/01/2012-1200,63,886.9,22.8
06/01/2012-1800,92,884.5,20
07/01/2012-0000,94,886.6,19.9
07/01/2012-1200,95,887.9,18.1
07/01/2012-1800,76,886.1,21.4
08/01/2012-0000,82,886.7,19.9
08/01/2012-1200,86,888.6,19.5
08/01/2012-1800,61,886.1,24
09/01/2012-0000,86,886.6,20.6
09/01/2012-1200,95,887.5,17.6
09/01/2012-1800,87,885.7,19.6
10/01/2012-0000,98,887.4,16.6
10/01/2012-1200,92,887.9,17.6
10/01/2012-1800,90,886.5,18.6
11/01/2012-0000,96,886.9,18.3
11/01/2012-1200,91,888.2,18.9
11/01/2012-1800,90,887.1,19.6
12/01/2012-0000,93,887.5,18.4
12/01/2012-1200,88,888.1,18.8
12/01/2012-1800,68,887,22.1
13/01/2012-0000,90,886.7,19.6
13/01/2012-1200,75,887.4,20
13/01/2012-1800,58,885.5,23.4
14/01/2012-0000,79,887.3,20.2
14/01/2012-1200,87,888.5,20
14/01/2012-1800,86,886.3,22.4
15/01/2012-0000,93,887.1,18.3
15/01/2012-1200,95,888.7,18.7
15/01/2012-1800,80,886.5,20.7
16/01/2012-0000,90,887.5,19.2
16/01/2012-1200,84,888.1,20
16/01/2012-1800,72,885.4,22.2
17/01/2012-0000,88,886.2,19.5
17/01/2012-1200,75,886.5,22.1
17/01/2012-1800,57,885,23.1
18/01/2012-0000,83,885.9,20.4
18/01/2012-1200,94,887.7,16.2
18/01/2012-1800,73,884.6,22.3
19/01/2012-0000,93,886.2,17.7
19/01/2012-1200,85,887.3,19
19/01/2012-1800,61,884.5,24.4
20/01/2012-0000,83,886.3,18.8
20/01/2012-1200,76,887.7,20
20/01/2012-1800,74,885.7,22.5
21/01/2012-0000,89,885.9,20.2
21/01/2012-1200,72,887.8,22.7
21/01/2012-1800,53,884.1,25.9
22/01/2012-0000,75,885,21.2
22/01/2012-1200,67,886.7,22
22/01/2012-1800,45,883.8,27.7
23/01/2012-0000,87,884.9,20.7
23/01/2012-1200,68,886.5,23
23/01/2012-1800,52,883.5,26.7
24/01/2012-0000,87,884.9,19.6
24/01/2012-1200,74,886.6,21.6
24/01/2012-1800,59,884.2,24.8
25/01/2012-0000,80,884.9,21
25/01/2012-1200,68,887,22.8
25/01/2012-1800,67,884.7,23.8
26/01/2012-0000,91,885.3,18.2
26/01/2012-1200,71,885.7,22.8
26/01/2012-1800,23,884.2,26.7
27/01/2012-0000,82,884.9,21.1
27/01/2012-1200,59,886.2,22.8
27/01/2012-1800,49,884.1,27.2
28/01/2012-0000,73,885.5,20.6
28/01/2012-1200,87,887,20.4
28/01/2012-1800,59,884.9,25.4
29/01/2012-0000,75,885.7,22.2
29/01/2012-1200,63,886.1,24.6
29/01/2012-1800,84,883.5,22.2
30/01/2012-0000,86,884.3,20.1
30/01/2012-1200,79,884.6,21.2
30/01/2012-1800,45,882.5,27.9
31/01/2012-0000,83,884.1,21.3
31/01/2012-1200,73,885.7,21.1
31/01/2012-1800,51,883.8,27.1
01/02/2012-0000,77,884.5,21.7
01/02/2012-1200,86,886.7,20.5
01/02/2012-1800,60,884.1,23.2
02/02/2012-0000,91,886.5,18.2
02/02/2012-1200,90,887.4,18.5
02/02/2012-1800,75,885.1,22.2
03/02/2012-0000,92,886.7,18.3
03/02/2012-1200,86,888.2,19.2
03/02/2012-1800,57,886.7,25
04/02/2012-0000,67,886.9,21.6
04/02/2012-1200,72,888.3,20.4
04/02/2012-1800,43,886.2,25.4
05/02/2012-0000,56,887.1,21.8
05/02/2012-1200,65,889,20.7
05/02/2012-1800,45,886.2,26.6
06/02/2012-0000,64,886.3,22.2
06/02/2012-1200,60,888.3,22.9
06/02/2012-1800,34,886.2,27.4
07/02/2012-0000,58,886.6,23.4
07/02/2012-1200,60,886.9,24.1
07/02/2012-1800,41,884.2,28.3
08/02/2012-0000,69,884.5,21.6
08/02/2012-1200,49,885.7,25.7
08/02/2012-1800,36,883.7,29
09/02/2012-0000,73,884.3,21.4
09/02/2012-1200,58,886.5,24.9
09/02/2012-1800,55,882.7,26.8
10/02/2012-0000,88,884.2,19.2
10/02/2012-1200,63,885.8,23.8
10/02/2012-1800,88,884.2,20.6
11/02/2012-0000,93,885,19
11/02/2012-1200,71,886.7,22.1
11/02/2012-1800,74,884.3,22.4
12/02/2012-0000,94,885.5,19.1
12/02/2012-1200,87,886.6,20
12/02/2012-1800,64,883.4,24.6
13/02/2012-0000,94,885.7,19
13/02/2012-1200,88,886.7,19.3
13/02/2012-1800,85,885.3,20.4
14/02/2012-0000,87,886.6,19.4
14/02/2012-1200,87,888.1,19.8
14/02/2012-1800,94,886.7,17
15/02/2012-0000,96,887.7,16.7
15/02/2012-1200,77,889.3,20.3
15/02/2012-1800,56,887.5,24.8
16/02/2012-0000,76,887.9,20.4
16/02/2012-1200,75,888.7,21.6
16/02/2012-1800,51,886.6,25.6
17/02/2012-0000,69,887.1,21.4
17/02/2012-1200,72,887.8,21
17/02/2012-1800,49,886.2,26.1
18/02/2012-0000,72,886.2,21.7
18/02/2012-1200,79,888.5,20.3
18/02/2012-1800,58,886.6,23.6
19/02/2012-0000,93,887.7,18.6
19/02/2012-1200,77,889.5,21.9
19/02/2012-1800,58,886.5,25.4
20/02/2012-0000,82,887,20.8
20/02/2012-1200,72,888.3,22
20/02/2012-1800,47,884.7,26.3
21/02/2012-0000,74,885.9,22
21/02/2012-1200,62,887.4,22.8
21/02/2012-1800,45,884.9,26.8
22/02/2012-0000,88,887.3,19
22/02/2012-1200,75,887.1,21.3
22/02/2012-1800,85,885.4,20
23/02/2012-0000,91,885.8,19
23/02/2012-1200,75,886.7,21.8
23/02/2012-1800,48,883.7,27.2
24/02/2012-0000,95,885.3,19.6
24/02/2012-1200,77,886.1,21.8
24/02/2012-1800,60,883.8,24.7
25/02/2012-0000,82,885,19.1
25/02/2012-1200,73,885.5,22
25/02/2012-1800,50,882.6,27.2
26/02/2012-0000,67,883,23.1
26/02/2012-1200,60,886.5,24.3
26/02/2012-1800,37,884.6,28
27/02/2012-0000,83,884.9,20.5
27/02/2012-1200,67,887.1,23.3
27/02/2012-1800,43,884.7,27.4
28/02/2012-0000,55,885.1,24.1
28/02/2012-1200,58,886.5,24.6
28/02/2012-1800,39,884.1,29
29/02/2012-0000,79,886.3,21.4
29/02/2012-1200,63,888.2,23.5
29/02/2012-1800,40,885.5,28.1
01/03/2012-0000,49,886.3,24.4
01/03/2012-1200,53,888.2,24.7
01/03/2012-1800,30,886.2,29.6
02/03/2012-0000,54,886.1,23.7
02/03/2012-1200,55,887.7,24.3
02/03/2012-1800,32,885.9,29.1
03/03/2012-0000,44,886.5,24.3
03/03/2012-1200,37,888.1,26.5
03/03/2012-1800,26,885.5,29.9
04/03/2012-0000,46,886.2,24.4
04/03/2012-1200,50,887.5,23.6
04/03/2012-1800,31,885.1,28.8
05/03/2012-0000,46,885.7,23.7
05/03/2012-1200,57,887.8,22.2
05/03/2012-1800,30,884.9,28.1
06/03/2012-0000,52,885.9,23.3
06/03/2012-1200,70,888.1,19.6
06/03/2012-1800,63,885.4,24
07/03/2012-0000,68,886.6,22.3
07/03/2012-1200,58,888.5,21.6
07/03/2012-1800,34,885.5,26.6
08/03/2012-0000,54,887.1,22.4
08/03/2012-1200,66,888.6,19.8
08/03/2012-1800,51,886.2,24.7
09/03/2012-0000,92,887.1,17.2
09/03/2012-1200,60,887.8,22.9
09/03/2012-1800,56,885.3,26.1
10/03/2012-0000,85,887.3,19.4
10/03/2012-1200,68,888.2,22.9
10/03/2012-1800,72,886.3,23.2
11/03/2012-0000,85,888.9,19.3
11/03/2012-1200,87,889.1,20.5
11/03/2012-1800,51,886.3,26.3
12/03/2012-0000,77,886.5,19.8
12/03/2012-1200,75,887.5,21.7
12/03/2012-1800,68,885,25
13/03/2012-0000,75,885.3,22
13/03/2012-1200,81,888.1,21.2
13/03/2012-1800,68,883.8,25
14/03/2012-0000,85,886.5,21
14/03/2012-1200,69,887.1,23.5
14/03/2012-1800,87,885.3,21.5
15/03/2012-0000,90,887.3,19.9
15/03/2012-1200,76,887.8,21.9
15/03/2012-1800,91,885.4,20.7
16/03/2012-0000,93,887.1,21
16/03/2012-1200,73,887.3,21.6
16/03/2012-1800,73,885.9,22
17/03/2012-0000,95,887.9,18.7
17/03/2012-1200,78,887.1,21.9
17/03/2012-1800,54,884.5,25.7
18/03/2012-0000,86,886.1,20.1
18/03/2012-1200,71,886.3,21.5
18/03/2012-1800,59,883.1,24.5
19/03/2012-0000,95,885.3,18
19/03/2012-1200,90,886.6,18.8
19/03/2012-1800,86,883.9,20.4
20/03/2012-0000,96,886.1,18.8
20/03/2012-1200,88,887,19.4
20/03/2012-1800,90,883.7,20.4
21/03/2012-0000,95,885.5,18.5
21/03/2012-1200,86,887,20.5
21/03/2012-1800,87,884.1,20.5
22/03/2012-0000,92,884.6,19.7
22/03/2012-1200,73,886.5,23
22/03/2012-1800,45,882.3,27.9
23/03/2012-0000,77,883.9,21.5
23/03/2012-1200,75,886.2,22.9
23/03/2012-1800,79,884.7,22.4
24/03/2012-0000,94,885.3,19.2
24/03/2012-1200,77,887.3,21.8
24/03/2012-1800,43,884.6,27.7
25/03/2012-0000,75,886.9,22.5
25/03/2012-1200,68,888.1,24.1
25/03/2012-1800,81,885.7,22.9
26/03/2012-0000,87,886.6,20.8
26/03/2012-1200,77,888.2,22.9
26/03/2012-1800,78,886.1,21.5
27/03/2012-0000,93,886.7,20
27/03/2012-1200,74,887.3,22.1
27/03/2012-1800,40,885.9,27.1
28/03/2012-0000,55,887.1,22.5
28/03/2012-1200,63,887.5,22.7
28/03/2012-1800,40,884.6,27.8
29/03/2012-0000,67,885.9,21.4
29/03/2012-1200,59,888.6,24.2
29/03/2012-1800,40,886.5,27.9
30/03/2012-0000,67,888.9,22.4
30/03/2012-1200,68,890.7,22.2
30/03/2012-1800,42,887.5,28.2
31/03/2012-0000,66,888.7,23.5
31/03/2012-1200,69,890.2,22
31/03/2012-1800,50,887.3,26.4
01/04/2012-0000,84,889,20.2
01/04/2012-1200,70,888.6,22.7
01/04/2012-1800,57,885.8,25.8
02/04/2012-0000,88,888.1,19.4
02/04/2012-1200,72,888.5,23
02/04/2012-1800,57,885.4,26.2
03/04/2012-0000,88,886.6,21.6
03/04/2012-1200,78,888.3,22
03/04/2012-1800,59,885,25.3
04/04/2012-0000,94,888.3,18.2
04/04/2012-1200,74,888.2,22.2
04/04/2012-1800,52,885.3,27.2
05/04/2012-0000,70,886.7,22.6
05/04/2012-1200,69,887.8,23.2
05/04/2012-1800,43,884.9,28
06/04/2012-0000,66,886.6,22.4
06/04/2012-1200,58,887.7,25.1
06/04/2012-1800,41,883.9,28.5
07/04/2012-0000,68,886.1,23.3
07/04/2012-1200,70,887.3,22.4
07/04/2012-1800,50,883.4,27.2
08/04/2012-0000,70,885,22.3
08/04/2012-1200,86,887.7,19.8
08/04/2012-1800,59,885,23.5
09/04/2012-0000,90,885.9,20.4
09/04/2012-1200,82,886.5,21.2
09/04/2012-1800,75,884.6,22.5
10/04/2012-0000,92,886.1,19
10/04/2012-1200,70,888.2,22.4
10/04/2012-1800,66,885.9,24.3
11/04/2012-0000,89,887.9,19.8
11/04/2012-1200,71,890.1,21.9
11/04/2012-1800,54,887.3,26.8
12/04/2012-0000,71,888.7,22.1
12/04/2012-1200,68,888.5,21.6
12/04/2012-1800,51,886.2,25.7
13/04/2012-0000,64,887.4,21.8
13/04/2012-1200,64,887.7,22.2
13/04/2012-1800,47,885.1,26.5
14/04/2012-0000,63,886.5,22.8
14/04/2012-1200,59,887.1,23.4
14/04/2012-1800,49,884.6,26.8
15/04/2012-0000,73,885.9,22.4
15/04/2012-1200,70,887,23.6
15/04/2012-1800,68,885.3,24.4
16/04/2012-0000,82,886.5,20.8
16/04/2012-1200,75,887.4,22.7
16/04/2012-1800,47,884.9,28
17/04/2012-0000,77,886.6,22.2
17/04/2012-1200,78,888.6,22.5
17/04/2012-1800,48,886.3,27.6
18/04/2012-0000,88,888.6,20.5
18/04/2012-1200,81,890.2,22
18/04/2012-1800,54,886.5,26.9
19/04/2012-0000,76,887.9,22.2
19/04/2012-1200,69,888.2,21.1
19/04/2012-1800,49,885.7,25.5
20/04/2012-0000,64,887.3,21.4
20/04/2012-1200,56,887.8,21.2
20/04/2012-1800,40,885.1,25.8
21/04/2012-0000,58,885.9,21.7
21/04/2012-1200,51,887.1,23.1
21/04/2012-1800,33,885,28.2
22/04/2012-0000,65,887.1,21.2
22/04/2012-1200,77,887.4,22.9
22/04/2012-1800,32,884.6,28.6
23/04/2012-0000,72,885.9,21.9
23/04/2012-1200,76,887.4,23.3
23/04/2012-1800,60,885.3,25.2
24/04/2012-0000,86,887.3,20.9
24/04/2012-1200,80,887.1,22
24/04/2012-1800,62,884.9,25.4
25/04/2012-0000,83,886.9,20
25/04/2012-1200,82,887.7,21.4
25/04/2012-1800,85,886.1,21.2
26/04/2012-0000,91,886.3,20.2
26/04/2012-1200,78,887,22.2
26/04/2012-1800,54,884.7,26.7
27/04/2012-0000,78,886.2,21.8
27/04/2012-1200,77,887.1,23.1
27/04/2012-1800,51,884.3,27.1
28/04/2012-0000,82,886.2,22.1
28/04/2012-1200,75,887.4,23.4
28/04/2012-1800,55,884.5,27.4
29/04/2012-0000,81,886.5,22.1
29/04/2012-1200,73,887,23.7
29/04/2012-1800,40,884.2,28.6
30/04/2012-0000,66,886.1,21.6
30/04/2012-1200,79,888.5,21.7
30/04/2012-1800,34,885.7,28.3
01/05/2012-0000,77,887.3,21.8
01/05/2012-1200,94,888.2,17.3
01/05/2012-1800,64,885.8,25
02/05/2012-0000,77,887.7,20
02/05/2012-1200,66,888.7,20.1
02/05/2012-1800,45,886.9,26.1
03/05/2012-0000,73,889,20.4
03/05/2012-1200,82,891,18.6
03/05/2012-1800,52,887.7,24.8
04/05/2012-0000,71,890.1,20.4
04/05/2012-1200,80,891.5,17.7
04/05/2012-1800,50,888.3,23.3
05/05/2012-0000,64,889.7,19.9
05/05/2012-1200,69,890.9,18.9
05/05/2012-1800,49,887.9,23.7
06/05/2012-0000,68,889.1,19.7
06/05/2012-1200,71,889.4,19.5
06/05/2012-1800,40,887.3,23.9
07/05/2012-0000,63,888.7,19.5
07/05/2012-1200,69,890.3,18.8
07/05/2012-1800,51,888.5,23.4
08/05/2012-0000,63,890.1,20.1
08/05/2012-1200,86,891.4,16.7
08/05/2012-1800,53,888.3,23.2
09/05/2012-0000,69,889,19.3
09/05/2012-1200,77,889.5,17.5
09/05/2012-1800,45,886.9,24.2
10/05/2012-0000,65,887.7,20.2
10/05/2012-1200,66,887.5,20.8
10/05/2012-1800,47,885.1,26
11/05/2012-0000,76,887,19.8
11/05/2012-1200,62,888.6,21.9
11/05/2012-1800,60,885.4,24
12/05/2012-0000,63,886.7,21.1
12/05/2012-1200,64,887.4,23.5
12/05/2012-1800,36,884.1,28.8
13/05/2012-0000,84,886.9,17.9
13/05/2012-1200,74,887.4,20.2
13/05/2012-1800,61,884.3,23.3
14/05/2012-0000,83,886.5,19.3
14/05/2012-1200,77,887.8,19.7
14/05/2012-1800,69,886.6,22.4
15/05/2012-0000,81,887.7,18.7
15/05/2012-1200,86,888.3,18.5
15/05/2012-1800,68,885.9,22.6
16/05/2012-0000,94,888.1,17.5
16/05/2012-1200,96,888.7,17.5
16/05/2012-1800,77,886.6,20.6
17/05/2012-0000,91,887.9,17.8
17/05/2012-1200,87,889.1,16.3
17/05/2012-1800,73,887.4,19.4
18/05/2012-0000,89,887.9,16.1
18/05/2012-1200,76,888.5,17.6
18/05/2012-1800,56,886.5,22.3
19/05/2012-0000,76,887.9,18.2
19/05/2012-1200,77,889.7,16.9
19/05/2012-1800,53,886.3,22.4
20/05/2012-0000,70,888.3,17.8
20/05/2012-1200,77,890.5,17.5
20/05/2012-1800,61,888.6,22.1
21/05/2012-0000,89,890.3,17
21/05/2012-1200,92,891.3,15.7
21/05/2012-1800,70,889.4,19.8
22/05/2012-0000,85,890.3,17.1
22/05/2012-1200,86,890.3,16.8
22/05/2012-1800,64,888.5,21.1
23/05/2012-0000,90,889.4,17.4
23/05/2012-1200,94,891,16
23/05/2012-1800,58,887.4,22.6
24/05/2012-0000,74,888.5,19.4
24/05/2012-1200,79,889.9,19.1
24/05/2012-1800,56,887.7,23.4
25/05/2012-0000,83,888.6,19
25/05/2012-1200,73,889.4,20.2
25/05/2012-1800,77,887.5,20
26/05/2012-0000,94,888.5,16.6
26/05/2012-1200,70,889.7,21.4
26/05/2012-1800,49,886.5,25.5
27/05/2012-0000,92,888.3,17.2
27/05/2012-1200,74,889.5,21.4
27/05/2012-1800,63,887.7,23.7
28/05/2012-0000,74,889.1,20.6
28/05/2012-1200,73,890.9,20.6
28/05/2012-1800,55,889.3,24.5
29/05/2012-0000,76,890.3,20
29/05/2012-1200,66,890.7,20.6
29/05/2012-1800,52,888.3,26
30/05/2012-0000,62,889.4,22.6
30/05/2012-1200,58,889.3,22.4
30/05/2012-1800,49,887,26
31/05/2012-0000,92,890.2,18
31/05/2012-1200,75,890.3,22.2
31/05/2012-1800,65,888.5,23.2
01/06/2012-0000,86,889.5,19.8
01/06/2012-1200,64,891.1,22.4
01/06/2012-1800,45,888.7,26.7
02/06/2012-0000,81,890.3,19.5
02/06/2012-1200,65,890.3,21.4
02/06/2012-1800,47,887.7,26
03/06/2012-0000,71,888.7,20.4
03/06/2012-1200,55,889,22.9
03/06/2012-1800,44,885.9,26.2
04/06/2012-0000,74,887.7,20.5
04/06/2012-1200,63,889.1,22.5
04/06/2012-1800,46,886.3,26.4
05/06/2012-0000,73,887.8,20.5
05/06/2012-1200,65,889.7,22.5
05/06/2012-1800,48,887.1,26.8
06/06/2012-0000,75,889,20.9
06/06/2012-1200,84,891.1,19.4
06/06/2012-1800,58,889.1,24.4
07/06/2012-0000,79,890.5,20.5
07/06/2012-1200,82,890.9,19.2
07/06/2012-1800,52,889.4,25.4
08/06/2012-0000,86,890.3,18.7
08/06/2012-1200,69,889.7,19.1
08/06/2012-1800,49,886.7,25.4
09/06/2012-0000,69,888.5,20.7
09/06/2012-1200,71,889.8,20.1
09/06/2012-1800,51,887.8,24.7
10/06/2012-0000,70,888.9,20.7
10/06/2012-1200,75,890.1,18.8
10/06/2012-1800,47,888.3,25
11/06/2012-0000,65,889.8,20.2
11/06/2012-1200,66,890.9,19.1
11/06/2012-1800,44,888.1,24.7
12/06/2012-0000,60,889.4,20
12/06/2012-1200,64,890.1,19.5
12/06/2012-1800,43,887.5,24.5
13/06/2012-0000,65,888.7,19.4
13/06/2012-1200,72,890.9,18.9
13/06/2012-1800,43,888.1,24.9
14/06/2012-0000,62,889,20.5
14/06/2012-1200,69,889.9,19
14/06/2012-1800,44,888.2,24.6
15/06/2012-0000,60,889.7,20.1
15/06/2012-1200,61,890.2,19.9
15/06/2012-1800,44,887.3,23.2
16/06/2012-0000,71,889,17.3
16/06/2012-1200,60,890.1,19.1
16/06/2012-1800,75,887.8,18.4
17/06/2012-0000,84,889.3,16.5
17/06/2012-1200,70,889.8,19.4
17/06/2012-1800,50,886.9,23.8
